cpd:C00001	cpd:H2O
dr:D08814	dr:Potassium chloride, calcium chloride hydrate, sodium chloride, magnesium chloride and Sodium bicarbonate
dr:D08815	dr:Monobasic sodium phosphate monohydrate and dibasic sodium phosphate anhydrous
dr:D08816	dr:Potassium chloride, sodium chloride, sodium bicarbonate and sodium sulfate, dried
dr:D08817	dr:Tetramethylthiuram disulfide and beta-ethoxyethyl methacryl resin
dr:D08818	dr:Concentrated frozen-thawed human red blood cells
dr:D08819	dr:Synthetic blood
dr:D08820	dr:Fresh-frozen human plasma
dr:D08821	dr:Concentrated human red blood cells
dr:D08822	dr:Washed human red blood cells
dr:D08823	dr:Placenta extract
dr:D08824	dr:Cyanocobalamin and lamb's gastric mucosa extract
dr:D08825	dr:Hemolingual
dr:D08826	dr:Killed escherichia coli suspension
dr:D08827	dr:Hydrocortisone and killed escherichia coli suspension
dr:D08828	dr:Eksalb
dr:D08829	dr:Hydroxocobalamin acetate, pyridoxal phosphate hydrate, fursultiamine hydrochloride and riboflavin
dr:D08830	dr:Retinol palmitate, thiamine nitrate, riboflavin, pyridoxine hydrochloride, cyanocobalamin, ascorbic acid, ergocalciferol, tocopherol acetate, calcium pantothenate, nicotinamide and folic acid
dr:D08831	dr:Special powdered milk
dr:D08832	dr:Digestive enzyme preparation
dr:D08833	dr:Digestive enzyme with bionattomin
dr:D08834	dr:Stomachic and digestive
dr:D08835	dr:Zinc oxide, lard, hardened oil and white beeswax
dr:D08836	dr:Acesulfame potassium
dr:D08837	dr:Aclidinium bromide
dr:D08838	dr:Acotiamide hydrochloride
dr:D08839	dr:Adipic acid
dr:D08840	dr:Adipiplon
dr:D08841	dr:Agatolimod
dr:D08842	dr:Agatolimod sodium
dr:D08843	dr:Albiglutide
dr:D08844	dr:Albinterferon alfa-2b
dr:D08845	dr:Aleglitazar
dr:D08846	dr:Alfadex
dr:D08847	dr:Alferminogene tadenovec
dr:D08848	dr:Alfimeprase
dr:D08849	dr:Aluminum sulfate
dr:D08850	dr:Amibegron
dr:D08851	dr:Amibegron hydrochloride
dr:D08852	dr:Amitivir
dr:D08853	dr:Ammonium sulfate
dr:D08854	dr:Amrubicin
dr:D08855	dr:Anacetrapib
dr:D08856	dr:Anamorelin hydrochloride
dr:D08857	dr:Anrukinzumab
dr:D08858	dr:Antithrombin alfa
dr:D08859	dr:Apratastat
dr:D08860	dr:Apremilast
dr:D08861	dr:Arbaclofen placarbil
dr:D08862	dr:Aspartame acesulfame
dr:D08863	dr:Atizoram
dr:D08864	dr:Azilsartan
dr:D08865	dr:Azilsartan kamedoxomil
dr:D08866	dr:Baminercept
dr:D08867	dr:Bapineuzumab
dr:D08868	dr:Becocalcidiol
dr:D08869	dr:Begacestat
dr:D08870	dr:Belinostat
dr:D08871	dr:Berubicin hydrochloride
dr:D08872	dr:Besifloxacin hydrochloride
dr:D08873	dr:Betrixaban
dr:D08874	dr:Bevasiranib sodium
dr:D08875	dr:Bismuth citrate
dr:D08876	dr:Boceprevir
dr:D08877	dr:Briobacept
dr:D08878	dr:Brivanib alaninate
dr:D08879	dr:Brivaracetam
dr:D08880	dr:Carfilzomib
dr:D08881	dr:Cediranib
dr:D08882	dr:Candelilla wax
dr:D08883	dr:Cediranib maleate
dr:D08884	dr:Ceftaroline fosamil
dr:D08885	dr:Ceftobiprole
dr:D08886	dr:Ceftobiprole medocaril
dr:D08887	dr:Cenersen sodium
dr:D08888	dr:Cetyl palmitate
dr:D08889	dr:Cevipabulin succinate
dr:D08890	dr:Choline fenofibrate
dr:D08891	dr:Cintredekin besudotox
dr:D08892	dr:Clevidipine
dr:D08893	dr:Cobiprostone
dr:D08894	dr:Copper undecylenate
dr:D08895	dr:Corifollitropin alfa
dr:D08896	dr:Dacetuzumab
dr:D08897	dr:Dapagliflozin
dr:D08898	dr:Darinaparsin
dr:D08899	dr:Deferitrin
dr:D08900	dr:Ridaforolimus
dr:D08901	dr:Degarelix
dr:D08902	dr:Delmitide acetate
dr:D08903	dr:Dexlansoprazole
dr:D08904	dr:Diethylene glycol monoethyl ether
dr:D08905	dr:Digalloyl trioleate
dr:D08906	dr:Diisopropanolamine
dr:D08907	dr:Dovitinib lactate
dr:D08908	dr:Eglumegad
dr:D08909	dr:Elesclomol
dr:D08910	dr:Enclomiphene
dr:D08911	dr:Epetirimod
dr:D08912	dr:Epetirimod esylate
dr:D08913	dr:Eribaxaban
dr:D08914	dr:Eribulin mesylate
dr:D08915	dr:Erythritol
dr:D08916	dr:Ethopabate
dr:D08917	dr:Ezatiostat hydrochloride
dr:D08918	dr:Falimarev
dr:D08919	dr:Faropenem medoxomil
dr:D08920	dr:Ferric carboxymaltose
dr:D08921	dr:Ferric subsulfate
dr:D08922	dr:Ferric sulfate
dr:D08923	dr:Fesoterodine fumarate
dr:D08924	dr:Zidapamide
dr:D08925	dr:Folitixorin calcium
dr:D08926	dr:Galageenan
dr:D08927	dr:Gellan gum
dr:D08928	dr:Golotimod
dr:D08929	dr:Hymetellose
dr:D08930	dr:Hypromellose acetate succinate
dr:D08931	dr:Icomucret
dr:D08932	dr:Imexon
dr:D08933	dr:Inotuzumab ozogamicin
dr:D08934	dr:Iosimenol
dr:D08935	dr:Ispronicline
dr:D08936	dr:Labetuzumab
dr:D08937	dr:Labradimil
dr:D08938	dr:Laquinimod sodium
dr:D08939	dr:Laromustine
dr:D08940	dr:Laropiprant
dr:D08941	dr:Levamlodipine malate
dr:D08942	dr:Lucatumumab
dr:D08943	dr:Lusupultide
dr:D08944	dr:Milatuzumab
dr:D08945	dr:Milveterol hydrochloride
dr:D08946	dr:Mipomersen sodium
dr:D08947	dr:Motesanib diphosphate
dr:D08948	dr:Myrrh
dr:D08949	dr:Naveglitazar
dr:D08950	dr:Neratinib
dr:D08951	dr:Nesbuvir
dr:D08952	dr:Nifungin
dr:D08953	dr:Nilotinib
dr:D08954	dr:Obatoclax mesylate
dr:D08955	dr:Odanacatib
dr:D08956	dr:Omacetaxine mepesuccinate
dr:D08957	dr:Onabotulinumtoxin A
dr:D08958	dr:Ospemifene
dr:D08959	dr:Otelixizumab
dr:D08960	dr:Pagibaximab
dr:D08961	dr:Palm kernel oil
dr:D08962	dr:Pamabrom
dr:D08963	dr:Pamapimod
dr:D08964	dr:Perampanel
dr:D08965	dr:Perflubrodec
dr:D08966	dr:Phenylephrine bitartrate
dr:D08967	dr:Phenyltoloxamine citrate
dr:D08968	dr:Picoplatin
dr:D08969	dr:Pimavanserin tartrate
dr:D08970	dr:Piragliatin
dr:D08971	dr:Plerixafor
dr:D08972	dr:Polyisobutylene
dr:D08973	dr:Polyoxyl oleate
dr:D08974	dr:Polytef
dr:D08975	dr:Polyoxyl stearyl ether
dr:D08976	dr:Pomalidomide
dr:D08977	dr:Potassium alginate
dr:D08978	dr:Pralnacasan
dr:D08979	dr:Propylene glycol dilaurate
dr:D08980	dr:Propylene glycol monolaurate
dr:D08981	dr:Quarfloxin
dr:D08982	dr:Racephedrine Hydrochloride
dr:D08983	dr:Regrelor disodium
dr:D08984	dr:Reparixin
dr:D08985	dr:Reslizumab
dr:D08986	dr:Retosiban
dr:D08987	dr:Rivanicline galactarate
dr:D08988	dr:Rolapitant hydrochloride
dr:D08989	dr:Rolofylline
dr:D08990	dr:Romiplostim
dr:D08991	dr:Ronacaleret hydrochloride
dr:D08992	dr:Ropidoxuridine
dr:D08993	dr:Rovelizumab
dr:D08994	dr:Salclobuzate sodium
dr:D08995	dr:Salirasib
dr:D08996	dr:Saxagliptin
dr:D08997	dr:Sinecatechins
dr:D08998	dr:Sodium butyrate
dr:D08999	dr:Sodium caprylate
dr:D09000	dr:Sodium phosphate, tribasic
dr:D09001	dr:Sodium sulfide
dr:D09002	dr:Dried sodium sulfite
dr:D09003	dr:Sonedenoson
dr:D09004	dr:Soybean oil, hydrogenated
dr:D09005	dr:Storax
dr:D09006	dr:Sunflower oil
dr:D09007	dr:Tagatose
dr:D09008	dr:Talaglumetad hydrochloride
dr:D09009	dr:Taranabant
dr:D09010	dr:Tarenflurbil
dr:D09011	dr:Technetium Tc 99m nofetumomab merpentan
dr:D09012	dr:Telaprevir
dr:D09013	dr:Teplizumab
dr:D09014	dr:Terameprocol
dr:D09015	dr:Tesamorelin acetate
dr:D09016	dr:Thrombin alfa
dr:D09017	dr:Ticagrelor
dr:D09018	dr:Tilarginine acetate
dr:D09019	dr:Tisocalcitate
dr:D09020	dr:Tofimilast
dr:D09021	dr:Tolu balsam tincture
dr:D09022	dr:Tomopenem
dr:D09024	dr:Totrombopag choline
dr:D09025	dr:Triglycerides, medium-chain
dr:D09026	dr:Tropantiol
dr:D09027	dr:Tucotuzumab celmoleukin
dr:D09028	dr:Valopicitabine dihydrochloride
dr:D09029	dr:Velaglucerase alfa
dr:D09030	dr:Velimogene aliplasmid
dr:D09031	dr:Veltuzumab
dr:D09032	dr:Vinflunine ditartrate
dr:D09033	dr:Voclosporin
dr:D09034	dr:Zinc sulfide
dr:D09035	dr:Zonampanel
dr:D09036	dr:Zoniporide mesylate
dr:D09037	dr:Zuclomiphene
dr:D09038	dr:Remikiren
dr:D09039	dr:Ifuto
dr:D09040	dr:Ryokeikansoto
dr:D09042	dr:Untanto
dr:D09043	dr:Yohakusan
dr:D09044	dr:Hohaito
dr:D09046	dr:Hokikenchuto
dr:D09047	dr:En'nenhangeto
dr:D09048	dr:Boibukuryoto
dr:D09049	dr:Bunshoto
dr:D09050	dr:Oshosan
dr:D09051	dr:Oren'akyoto
dr:D09052	dr:Kashokuyohito
dr:D09053	dr:Bukuryotakushato
dr:D09054	dr:Kakkoshokisan
dr:D09055	dr:Kakkon'oren'ogonto
dr:D09056	dr:Kakkonkokato
dr:D09057	dr:Kamiuntanto
dr:D09058	dr:Kamigedokuto
dr:D09059	dr:Kamishoyosangoshimotsuto
dr:D09060	dr:Kamiheiisan
dr:D09061	dr:Kankyoninjinhangegan
dr:D09062	dr:Kanzoshashinto
dr:D09063	dr:Kigikenchuto
dr:D09064	dr:Kyukichoketsuindaiichikagen
dr:D09065	dr:Kyoseihatekigan
dr:D09066	dr:Kyososan
dr:D09067	dr:Kujinto
dr:D09068	dr:Kufugedokusan
dr:D09069	dr:Keikangan
dr:D09070	dr:Keishikashakuyakushokyoninjinto
dr:D09071	dr:Bukuryoinkahange
dr:D09072	dr:Fukankinshokisan
dr:D09073	dr:Byakkoto
dr:D09074	dr:Byakkokakeishito
dr:D09075	dr:Hachimishoyosan
dr:D09076	dr:Hainoto
dr:D09077	dr:Hainosan
dr:D09078	dr:Dokkatsuto
dr:D09079	dr:Dokkatsukakkonto
dr:D09080	dr:Tokibaimokujinganryo
dr:D09081	dr:Tokishigyakuto
dr:D09082	dr:Tokisan
dr:D09083	dr:Chokoshiteito
dr:D09084	dr:Chuoko
dr:D09085	dr:Daihangeto
dr:D09087	dr:Soshikokito
dr:D09088	dr:Senshibyakujutsusan
dr:D09089	dr:Senkinkeimeisan
dr:D09090	dr:Sesshoin
dr:D09091	dr:Seijokentsuto
dr:D09092	dr:Seishitsukatanto
dr:D09093	dr:Seikiankaito
dr:D09094	dr:Jinreibyakujutsusan
dr:D09095	dr:Keibohaidokusan
dr:D09096	dr:Keimeisankabukuryo
dr:D09097	dr:Kenchuto
dr:D09098	dr:Kojito
dr:D09099	dr:Koshaheiisan
dr:D09100	dr:Koshayoito
dr:D09101	dr:Kosharikkunshito
dr:D09102	dr:Kobokushokyohangeninjinkanzoto
dr:D09103	dr:Goshitsusan
dr:D09104	dr:Gomotsugedokusan
dr:D09105	dr:Saishakurikkunshito
dr:D09106	dr:Satotsuko
dr:D09107	dr:Jiketsujunchoto
dr:D09109	dr:Shiteito
dr:D09110	dr:Shakosaito
dr:D09111	dr:Jashoshito
dr:D09112	dr:Jogan'ippo
dr:D09113	dr:Shokyoshashinto
dr:D09114	dr:Jingyobofuto
dr:D09115	dr:Jingyokyokatsuto
dr:D09116	dr:Bukuryukanto
dr:D09117	dr:Shoyosan
dr:D09118	dr:Shobaito
dr:D09119	dr:Shojokito
dr:D09120	dr:Shoseiryutokasekko
dr:D09121	dr:Shoseiryutogomakyokansekito
dr:D09125	dr:Pogostemon herb
dr:D09127	dr:Scrophularia root
dr:D09138	dr:Aster root
dr:D09139	dr:Myrobalan fruit
dr:D09140	dr:Lonicera flower
dr:D09144	dr:Adenophora root
dr:D09145	dr:Earthworm
dr:D09146	dr:Medicated leaven
dr:D09151	dr:Acorus gramineus rhizome
dr:D09158	dr:Salvia miltiorrhiza root
dr:D09166	dr:Codonopsis root
dr:D09176	dr:Stiff silkworm
dr:D09184	dr:Areca pericarp
dr:D09185	dr:Myrica rubra bark
dr:D09186	dr:Neostigmine methylsulfate and atropine sulfate
dr:D09187	dr:Estradiol and levonorgestrel
dr:D09188	dr:Estradiol and norethindrone
dr:D09189	dr:Haemophilus influenzae type b conjugate vaccine
dr:D09190	dr:Anti-human thymocyte immunoglobulin, rabbit
dr:D09191	dr:Shrub chaste tree fruit
dr:D09192	dr:Chaenomeles fruit
dr:D09196	dr:Candesartan cilexetil and hydrochlorothiazide
dr:D09197	dr:Valsartan and hydrochlorothiazide
dr:D09198	dr:Minodronic acid hydrate
dr:D09199	dr:Shigyakuto
dr:D09200	dr:Bentiamine
dr:D09201	dr:Calcium sulfate
dr:D09202	dr:Etofenprox
dr:D09205	dr:Prucalopride
dr:D09206	dr:Saruplase
dr:D09207	dr:Catumaxomab
dr:D09208	dr:Cetilistat
dr:D09209	dr:Magnolignan
dr:D09212	dr:German chamomile flower
dr:D09213	dr:Methiodal sodium
dr:D09214	dr:Ustekinumab
dr:D09215	dr:Eslicarbazepine
dr:D09216	dr:Thiopropazate
dr:D09217	dr:Sitimagene ceradenovec
dr:D09218	dr:Liquid paraffin and polyethylene resin
dr:D09219	dr:Telmisartan and hydrochlorothiazide
dr:D09220	dr:Isodon herb
dr:D09221	dr:Lycium leaf
dr:D09226	dr:Aralia elata root bark
dr:D09228	dr:Nandina fruit
dr:D09233	dr:Processed mume
dr:D09244	dr:Nutmeg
dr:D09246	dr:Water chestnut
dr:D09249	dr:Taraxacum root
dr:D09255	dr:Sophora japoinca flower
dr:D09296	dr:Sophora subprostrata root
dr:D09297	dr:Ligusticum sinese rhizome
dr:D09314	dr:Ofatumumab
dr:D09315	dr:Canakinumab
dr:D09316	dr:Pegloticase
dr:D09317	dr:Nabiximols
dr:D09318	dr:Indacaterol
dr:D09319	dr:Indacaterol maleate
dr:D09320	dr:Aderbasib
dr:D09321	dr:Obinutuzumab
dr:D09322	dr:Carzenide
dr:D09323	dr:Ataluren
dr:D09324	dr:Bederocin
dr:D09325	dr:Blinatumomab
dr:D09326	dr:Carmegliptin dihydrochloride
dr:D09327	dr:Cositecan
dr:D09328	dr:Cixutumumab
dr:D09329	dr:Conatumumab
dr:D09330	dr:Delafloxacin
dr:D09331	dr:Delafloxacin meglumine
dr:D09332	dr:Denenicokin
dr:D09333	dr:Dutogliptin
dr:D09334	dr:Dutogliptin tartrate
dr:D09335	dr:Elagolix
dr:D09336	dr:Elagolix sodium
dr:D09337	dr:Elotuzumab
dr:D09338	dr:Entinostat
dr:D09339	dr:Esomeprazole potassium
dr:D09340	dr:Esreboxetine
dr:D09341	dr:Esreboxetine succinate
dr:D09342	dr:Etaracizumab
dr:D09343	dr:Farletuzumab
dr:D09344	dr:Fasobegron
dr:D09345	dr:Figitumumab
dr:D09346	dr:Fosbretabulin disodium
dr:D09347	dr:Fostamatinib
dr:D09348	dr:Fostamatinib disodium
dr:D09349	dr:Ibipinabant
dr:D09350	dr:Indeglitazar
dr:D09351	dr:Larazotide
dr:D09352	dr:Larazotide acetate
dr:D09353	dr:Levomefolic acid
dr:D09354	dr:Levomefolate calcium
dr:D09355	dr:Linaclotide
dr:D09356	dr:Liprotamase
dr:D09357	dr:Mocetinostat dihydrobromide
dr:D09358	dr:Naluzotan
dr:D09359	dr:Naluzotan hydrochloride
dr:D09360	dr:Obeticholic acid
dr:D09361	dr:Oleyl oleate
dr:D09362	dr:Otenabant
dr:D09363	dr:Otenabant hydrochloride
dr:D09364	dr:Palifosfamide
dr:D09365	dr:Palovarotene
dr:D09366	dr:Pardoprunox hydrochloride
dr:D09367	dr:Pozanicline
dr:D09368	dr:Pozanicline tartrate
dr:D09369	dr:Radezolid
dr:D09370	dr:Radezolid hydrochloride
dr:D09371	dr:Ramucirumab
dr:D09372	dr:Ranagengliotucel-T
dr:D09373	dr:Rapeseed oil, fully hydrogenated
dr:D09374	dr:Rapeseed oil, fully hydrogenated superglycerinated
dr:D09375	dr:Retaspimycin
dr:D09376	dr:Retaspimycin hydrochloride
dr:D09377	dr:Semagacestat
dr:D09378	dr:Serlopitant
dr:D09380	dr:Sivifene
dr:D09381	dr:Sobetirome
dr:D09382	dr:Sofinicline
dr:D09383	dr:Sofinicline benzenesulfonate
dr:D09384	dr:Spinosad
dr:D09385	dr:Talarozole
dr:D09386	dr:Talmapimod
dr:D09387	dr:Tanezumab
dr:D09388	dr:Tasimelteon
dr:D09389	dr:Tasisulam sodium
dr:D09390	dr:Tecovirimat
dr:D09391	dr:Telcagepant
dr:D09392	dr:Telcagepant potassium
dr:D09393	dr:Ingenol mebutate
dr:D09394	dr:Fidaxomicin
dr:D09395	dr:Dulanermin
dr:D09396	dr:Dirucotide
dr:D09397	dr:Pardoprunox
dr:D09398	dr:Dirucotide acetate
dr:D09399	dr:Derquantel
dr:D09400	dr:Degarelix acetate
dr:D09401	dr:Davunetide
dr:D09402	dr:Darotropium bromide
dr:D09403	dr:Custirsen sodium
dr:D09404	dr:Coleneuramide
dr:D09405	dr:Carlecortemcel-L
dr:D09410	dr:Laninamivir
dr:D09447	dr:Perilla fruit
dr:D09520	dr:Soft shell turtle carapace
dr:D09533	dr:Midismase
dr:D09535	dr:Mirabegron
dr:D09537	dr:Favipiravir
dr:D09539	dr:Gabapentin enacarbil
dr:D09544	dr:Ozenoxacin
dr:D09546	dr:Edoxaban tosilate hydrate
dr:D09547	dr:Laninamivir octanoate hydrate
dr:D09548	dr:Osmorhiza rhizome
dr:D09549	dr:Senna pods
dr:D09550	dr:Angelica pubescens root
dr:D09566	dr:Linagliptin
dr:D09567	dr:Ulipristal
dr:D09568	dr:Naproxcinod
dr:D09569	dr:Ezogabine
dr:D09570	dr:Bilastine
dr:D09571	dr:Onapristone
dr:D09572	dr:Riociguat
dr:D09573	dr:Eritoran sodium
dr:D09574	dr:Aflibercept
dr:D09575	dr:Ibalizumab
dr:D09576	dr:Afegostat
dr:D09577	dr:Afegostat tartrate
dr:D09578	dr:Albumin human, recombinant
dr:D09579	dr:Arhalofenate
dr:D09580	dr:Astuprotimut-R
dr:D09581	dr:Atagabalin
dr:D09582	dr:Balapiravir
dr:D09583	dr:Balapiravir hydrochloride
dr:D09584	dr:Bardoxolone
dr:D09585	dr:Bardoxolone methyl
dr:D09586	dr:Bixalomer
dr:D09587	dr:Brentuximab vedotin
dr:D09588	dr:Briakinumab
dr:D09589	dr:Brivanib
dr:D09590	dr:Budiodarone
dr:D09591	dr:Budiodarone tartrate
dr:D09592	dr:Canagliflozin
dr:D09593	dr:Girentuximab
dr:D09594	dr:Olmesartan medoxomil and azelnidipine
dr:D09595	dr:Budesonide and formoterol fumarate dihydrate
dr:D09596	dr:Collagenase clostridium histolyticum
dr:D09598	dr:Tebipenem pivoxil
dr:D09599	dr:Danegaptide
dr:D09600	dr:Davalintide
dr:D09601	dr:Davalintide acetate
dr:D09602	dr:Dilmapimod
dr:D09603	dr:Dilmapimod tosylate
dr:D09604	dr:Dinaciclib
dr:D09605	dr:Duvoglustat
dr:D09606	dr:Duvoglustat hydrochloride
dr:D09607	dr:Elinogrel
dr:D09608	dr:Elinogrel potassium
dr:D09609	dr:Elpetrigine
dr:D09610	dr:Emicerfont
dr:D09612	dr:Eslicarbazepine acetate
dr:D09613	dr:Evatanepag
dr:D09614	dr:Evatanepag sodium
dr:D09615	dr:Fezakinumab
dr:D09616	dr:Filibuvir
dr:D09617	dr:Florbetapir F-18
dr:D09618	dr:Foretinib
dr:D09619	dr:Fosbretabulin tromethamine
dr:D09620	dr:Fresolimumab
dr:D09621	dr:Gisadenafil
dr:D09622	dr:Gisadenafil besylate
dr:D09623	dr:Glembatumumab
dr:D09624	dr:Golnerminogene pradenovec
dr:D09625	dr:Gosogliptin
dr:D09627	dr:Imagabalin
dr:D09628	dr:Imagabalin hydrochloride
dr:D09629	dr:Imetelstat
dr:D09630	dr:Imetelstat sodium
dr:D09631	dr:Intetumumab
dr:D09632	dr:Iodine
dr:D09633	dr:Lebrikizumab
dr:D09634	dr:Lersivirine
dr:D09635	dr:Linifanib
dr:D09636	dr:Litronesib
dr:D09637	dr:Lomitapide
dr:D09638	dr:Lomitapide mesylate
dr:D09639	dr:Losmapimod
dr:D09640	dr:Marizomib
dr:D09641	dr:Mocetinostat
dr:D09642	dr:Modithromycin
dr:D09643	dr:Myeloperoxidase
dr:D09644	dr:Narlaprevir
dr:D09645	dr:Nelotanserin
dr:D09646	dr:Ocriplasmin
dr:D09647	dr:Omadacycline
dr:D09648	dr:Omecamtiv mecarbil
dr:D09650	dr:Orvepitant
dr:D09651	dr:Orvepitant maleate
dr:D09653	dr:Piperazine dihydrochloride
dr:D09654	dr:Pixantrone dimaleate
dr:D09655	dr:Plinabulin
dr:D09656	dr:Plovamer
dr:D09657	dr:Plovamer acetate
dr:D09658	dr:Razupenem
dr:D09659	dr:Rilotumumab
dr:D09660	dr:Rindopepimut
dr:D09661	dr:Rintatolimod
dr:D09662	dr:Rontalizumab
dr:D09663	dr:Rozrolimupab
dr:D09664	dr:Saracatinib
dr:D09665	dr:Saracatinib difumarate
dr:D09666	dr:Selumetinib
dr:D09667	dr:Setileuton
dr:D09668	dr:Sifalimumab
dr:D09669	dr:Siltuximab
dr:D09670	dr:Sotatercept
dr:D09671	dr:Sotrastaurin
dr:D09672	dr:Sulopenem etzadroxil
dr:D09673	dr:Tafamidis
dr:D09674	dr:Tafamidis meglumine
dr:D09675	dr:Taliglucerase alfa
dr:D09676	dr:Tecarfarin
dr:D09677	dr:Tecarfarin sodium
dr:D09678	dr:Teglarinad chloride
dr:D09679	dr:Tenifatecan
dr:D09680	dr:Teprotumumab
dr:D09681	dr:Tiomolibdate diammonium
dr:D09682	dr:Tipapkinogene sovacivec
dr:D09683	dr:Tivozanib
dr:D09684	dr:Tonapofylline
dr:D09685	dr:Tedizolid
dr:D09686	dr:Tedizolid phosphate
dr:D09687	dr:Ulipristal acetate
dr:D09688	dr:Vanutide cridificar
dr:D09689	dr:Varlitinib
dr:D09690	dr:Varlitinib tosylate
dr:D09691	dr:Vedotin
dr:D09692	dr:Veliparib
dr:D09693	dr:Velusetrag
dr:D09694	dr:Velusetrag hydrochloride
dr:D09695	dr:Verucerfont
dr:D09696	dr:Vilanterol
dr:D09697	dr:Vilanterol trifenatate
dr:D09698	dr:Vilazodone
dr:D09699	dr:Vilazodone hydrochloride
dr:D09700	dr:Yttrium Y 90 clivatuzumab tetraxetan
dr:D09701	dr:Abiraterone acetate
dr:D09702	dr:Albaconazole
dr:D09703	dr:Aminopentamide sulfate
dr:D09704	dr:Atacicept
dr:D09705	dr:Bepotastine
dr:D09706	dr:Carbon monoxide
dr:D09707	dr:Dabigatran
dr:D09708	dr:Dalcetrapib
dr:D09709	dr:Demiditraz
dr:D09710	dr:Edoxaban
dr:D09711	dr:Efungumab
dr:D09712	dr:Elacytarabine
dr:D09713	dr:Gantenerumab
dr:D09714	dr:Iscotrizinol
dr:D09715	dr:Lexgenleucel-T
dr:D09716	dr:Mitumprotimut-T
dr:D09717	dr:Preladenant
dr:D09718	dr:Sotrastaurin acetate
dr:D09719	dr:Remestemcel-L
dr:D09720	dr:Rilpivirine
dr:D09721	dr:Sagopilone
dr:D09722	dr:Sapacitabine
dr:D09723	dr:Taspoglutide
dr:D09724	dr:Afatinib
dr:D09725	dr:Emulsified influenza HA vaccine
dr:D09726	dr:Riferminogene pecaplasmid
dr:D09727	dr:Insulin degludec
dr:D09728	dr:Bosutinib hydrate
dr:D09729	dr:Lixisenatide
dr:D09730	dr:Olaparib
dr:D09731	dr:Crizotinib
dr:D09732	dr:Ritobegron ethyl hydrochloride
dr:D09733	dr:Afatinib dimaleate
dr:D09735	dr:Sodium hyaluronate crosslinked polymer crosslinked with vinylsulfone
dr:D09736	dr:Iron
dr:D09738	dr:Asparagine
dr:D09739	dr:Bismuth subcitrate potassium
dr:D09740	dr:Bornyl acetate
dr:D09741	dr:Drospirenone and ethinylestradiol
dr:D09742	dr:Lansoprazole, amoxicillin hydrate and metronidazole
dr:D09743	dr:Telmisartan and amlodipine besilate
dr:D09744	dr:Pioglitazone hydrochloride and metformin hydrochloride
dr:D09745	dr:Valsartan and amlodipine besilate
dr:D09746	dr:Dalotuzumab
dr:D09747	dr:Difeterol phosphate
dr:D09748	dr:Difeterol
dr:D09749	dr:Itasetron hydrochloride hydrate
dr:D09750	dr:Ipidacrine hydrochloride hydrate
dr:D09751	dr:Selandopam hydrochloride hydrate
dr:D09752	dr:Carpronium chloride hydrate
dr:D09753	dr:Saxagliptin hydrate
dr:D09754	dr:Royal jelly
dr:D09755	dr:Cabazitaxel
dr:D09756	dr:Teneligliptin hydrobromide hydrate
dr:D09757	dr:Terikalant
dr:D09758	dr:Ambasilide
dr:D09759	dr:Trecetilide
dr:D09760	dr:Ibuprofen sodium
dr:D09761	dr:Mogamulizumab
dr:D09762	dr:Pentetate zinc trisodium
dr:D09763	dr:Dapagliflozin propanediol
dr:D09764	dr:Abobotulinumtoxin A
dr:D09765	dr:Vorapaxar
dr:D09766	dr:Vorapaxar sulfate
dr:D09767	dr:Amatuximab
dr:D09768	dr:Azulene
dr:D09769	dr:Acetylsulfaphenazole
dr:D09770	dr:Adeozast
dr:D09771	dr:Avicatonin
dr:D09772	dr:Alilusem potassium
dr:D09773	dr:Isoniazid glucuronate sodium
dr:D09774	dr:Imitrodast sodium
dr:D09775	dr:Intacellin
dr:D09776	dr:Uracil
dr:D09777	dr:Urogastrone
dr:D09778	dr:Ledismase
dr:D09779	dr:Emiglitate
dr:D09780	dr:Anagliptin
dr:D09781	dr:Ipenoxazone hydrochloride
dr:D09782	dr:Cadrofloxacin hydrochloride
dr:D09783	dr:Tofacitinib citrate
dr:D09784	dr:Garomefrine hydrochloride
dr:D09785	dr:Delamanid
dr:D09786	dr:Topiroxostat
dr:D09787	dr:Ombrabulin hydrochloride
dr:D09788	dr:Enramycin hydrochloride
dr:D09789	dr:Kirenidipine hydrochloride
dr:D09790	dr:Cromoglicate lisetil hydrochloride
dr:D09791	dr:Arbaclofen
dr:D09792	dr:Diphenylpiperidinobutanol hydrochloride
dr:D09793	dr:Ceftizoxime alapivoxil hydrochloride
dr:D09794	dr:Norepinephrine hydrochloride
dr:D09795	dr:Meglumine gadopentetate
dr:D09796	dr:Hydrocortisone caproate
dr:D09797	dr:Cargutocin
dr:D09799	dr:Carotegrast methyl
dr:D09800	dr:Condoliase
dr:D09801	dr:Giractide acetate
dr:D09802	dr:Dequalinium salicylate
dr:D09803	dr:Propylene oxide
dr:D09804	dr:Sodium santoninate
dr:D09805	dr:Cycotiamine
dr:D09806	dr:Diisobutylaminobenzoyloxypropyl theophylline
dr:D09807	dr:Difethiarol
dr:D09808	dr:Carbinoxamine diphenyldisulfonate
dr:D09809	dr:Tylosin acetate isovalerte
dr:D09811	dr:Gelathrombin
dr:D09812	dr:Bismuth magnesium aluminosilicate
dr:D09813	dr:Lenalidomide hydrate
dr:D09814	dr:Silteplase
dr:D09815	dr:Travoprost and timolol maleate
dr:D09816	dr:Sevriplatin
dr:D09817	dr:Darexaban maleate
dr:D09818	dr:Oxeladin tannate
dr:D09819	dr:Chlorpromazine tannate
